engine,day,s1,s2,s3,r1,r2,r3,r4,r5,r6,r7,r8,r9,rul,prob
e_108,140,1,4000.54,7.00,67,1,985.06,1074.28,108.56,429.22,1038.16,249.12,931.98,38,0
e_108,141,1,8399.88,8.40,32,-1,859.88,1099.15,99.16,60.92,541.44,279.56,540.50,37,0
e_108,142,1,7000.26,8.40,35,-1,877.77,1079.64,98.80,165.40,569.20,276.42,571.18,36,0
e_108,143,1,2000.66,2.51,72,1,1006.05,1142.44,114.08,541.50,1303.28,139.80,996.34,35,0
e_108,144,1,4001.14,7.01,66,1,987.16,1074.81,108.64,428.28,1042.20,256.82,945.45,34,0
e_108,145,1,4001.60,7.00,66,1,992.23,1075.30,108.84,428.48,1051.00,251.92,938.97,33,0
e_108,146,1,0.52,0.01,95,1,1098.13,1154.32,121.36,840.60,1675.32,97.20,1274.73,32,0
e_108,147,1,4000.20,7.00,67,1,991.83,1077.65,108.76,429.22,1031.76,254.76,944.92,31,0
e_108,148,1,0.00,0.00,94,1,1095.19,1150.97,121.92,841.44,1672.08,94.78,1269.31,30,0
e_108,149,1,8400.50,8.40,33,-1,860.70,1101.44,99.68,59.92,517.04,276.42,543.93,29,0
e_108,150,1,8400.44,8.41,33,-1,864.95,1104.84,100.00,61.04,577.56,279.94,543.45,28,0
e_108,151,1,4000.64,7.00,68,-1,987.95,1078.01,108.88,428.20,1067.52,261.52,941.78,27,0
e_108,152,1,0.06,0.00,94,1,1097.69,1154.71,121.60,840.80,1682.64,91.70,1277.10,26,0
e_108,153,1,2001.50,2.51,71,1,1011.37,1146.22,114.40,542.60,1297.36,134.48,1008.51,25,0
e_108,154,1,2000.78,2.51,70,1,1011.14,1152.72,113.44,541.42,1306.40,142.70,1004.84,24,0
e_108,155,1,4000.56,7.00,67,1,994.62,1082.72,108.72,428.00,1043.24,257.88,949.24,23,0
e_108,156,1,8400.92,8.40,33,-1,859.30,1106.23,100.80,61.12,519.48,285.62,548.66,22,0
e_108,157,1,8400.88,8.40,34,-1,861.09,1109.91,99.64,60.04,546.32,277.08,551.41,21,0
e_108,158,1,4000.52,7.00,67,1,986.67,1086.27,109.12,429.24,1071.84,259.78,955.93,20,1
e_108,159,1,2000.76,2.50,72,1,1008.27,1155.77,113.04,541.04,1304.12,143.38,1017.38,19,1
e_108,160,1,4000.96,7.00,68,-1,993.19,1091.90,108.76,428.82,1077.36,256.40,958.67,18,1
e_108,161,1,8401.50,8.40,33,-1,860.79,1106.24,99.76,60.20,569.28,277.64,557.19,17,1
e_108,162,1,7000.68,8.41,36,-1,869.27,1096.74,99.16,165.16,580.40,286.10,585.07,16,1
e_108,163,1,0.06,0.00,95,1,1096.64,1165.37,121.56,841.10,1679.08,103.04,1298.70,15,1
e_108,164,1,0.28,0.00,96,1,1094.04,1169.65,121.96,840.96,1701.16,96.58,1296.68,14,1
e_108,165,1,2000.68,2.51,72,1,1014.75,1160.01,113.08,541.02,1321.40,144.12,1019.07,13,1
e_108,166,0,4999.76,6.21,10,-1,770.92,904.30,78.76,129.00,245.92,601.12,242.24,12,1
e_108,167,1,0.48,0.01,97,1,1102.53,1164.95,122.84,841.24,1714.36,103.70,1298.01,11,1
e_108,168,1,7000.32,8.40,37,-1,879.42,1104.27,99.64,165.70,568.84,280.64,584.43,10,1
e_108,169,1,3999.66,7.02,69,1,995.54,1104.09,109.60,427.62,1066.44,264.58,973.04,9,1
e_108,170,1,8400.28,8.40,32,-1,859.89,1123.66,100.64,59.96,555.96,285.28,566.09,8,1
e_108,171,0,5001.50,6.20,8,-1,772.62,907.55,78.40,127.62,245.88,597.42,245.68,7,1
e_108,172,1,8400.44,8.40,32,-1,861.75,1122.40,99.56,61.00,559.44,282.46,565.74,6,1
e_108,173,1,7000.86,8.40,38,-1,872.60,1106.18,100.04,164.44,613.92,285.32,603.93,5,1
e_108,174,1,2000.76,2.51,73,1,1015.14,1173.02,113.92,541.06,1263.16,153.70,1035.86,4,1
e_108,175,1,0.50,0.02,96,1,1095.69,1180.27,122.28,840.44,1717.00,102.12,1319.99,3,1
e_108,176,1,2000.70,2.51,73,1,1008.30,1175.10,113.96,540.44,1316.76,142.98,1032.53,2,1
e_108,177,1,1999.88,2.50,70,1,1012.43,1175.88,114.28,540.24,1340.60,151.32,1037.18,1,1
e_108,178,1,8401.34,8.40,34,-1,865.35,1134.90,100.80,61.22,589.40,280.72,581.67,0,1
e_109,1,0,4999.70,6.20,8,-1,762.25,864.03,76.84,130.08,187.48,580.20,193.81,193,0
e_109,2,0,5001.18,6.20,6,-1,764.12,860.08,76.96,128.26,205.72,582.84,196.87,192,0
e_109,3,1,0.18,0.00,91,1,1089.35,1123.21,120.20,842.36,1597.36,90.18,1242.62,191,0
e_109,4,1,8401.14,8.40,31,-1,850.34,1065.21,98.92,60.84,475.00,279.94,502.90,190,0
e_109,5,1,7000.70,8.41,34,-1,865.37,1052.82,98.24,165.86,555.16,268.70,535.47,189,0
e_109,6,1,0.10,0.02,93,1,1097.13,1119.44,120.40,842.68,1620.72,85.72,1244.31,188,0
e_109,7,1,8399.66,8.40,31,-1,853.36,1066.55,97.68,60.60,484.32,271.72,507.95,187,0
e_109,8,1,4000.68,7.02,65,-1,984.99,1052.26,108.28,429.44,997.04,248.48,912.11,186,0
e_109,9,1,6999.96,8.41,34,-1,863.86,1054.79,97.96,165.64,534.00,265.14,530.96,185,0
e_109,10,1,7000.02,8.41,33,-1,869.90,1052.18,97.68,166.48,521.00,265.22,532.44,184,0
e_109,11,1,8400.30,8.40,32,-1,855.80,1065.95,97.88,60.90,504.76,280.66,509.08,183,0
e_109,12,0,5001.24,6.22,6,-1,754.80,861.30,76.96,128.82,191.28,583.68,195.94,182,0
e_109,13,1,4001.54,7.01,65,-1,989.42,1045.48,107.84,429.36,1012.04,247.54,902.41,181,0
e_109,14,0,5000.36,6.20,8,-1,765.35,865.49,77.28,128.34,212.80,579.58,199.56,180,0
e_109,15,1,6999.84,8.41,33,-1,864.40,1048.13,98.08,166.78,565.52,267.92,526.39,179,0
e_109,16,1,0.22,0.01,93,1,1089.35,1119.54,120.12,843.64,1629.72,83.42,1236.77,178,0
e_109,17,1,4000.68,7.01,66,-1,986.42,1049.66,106.88,429.08,979.68,256.10,911.54,177,0
e_109,18,1,6999.88,8.40,34,-1,868.26,1050.24,97.52,166.94,539.20,263.30,538.34,176,0
e_109,19,1,4001.24,7.00,66,1,986.01,1050.16,108.64,429.24,1019.24,246.72,903.65,175,0
e_109,20,1,3999.96,7.00,64,-1,987.46,1051.24,107.60,430.20,1028.76,250.14,902.52,174,0
e_109,21,1,0.08,0.00,94,1,1093.53,1121.04,119.68,843.30,1635.76,86.20,1237.98,173,0
e_109,22,1,4001.26,7.01,65,-1,986.85,1046.18,107.80,430.60,1029.32,244.74,905.79,172,0
e_109,23,1,7001.32,8.42,34,-1,862.86,1053.50,97.60,166.00,520.64,269.52,531.71,171,0
e_109,24,1,6999.70,8.41,35,-1,868.89,1051.57,97.92,166.12,526.16,266.96,533.16,170,0
e_109,25,1,8401.02,8.40,31,-1,859.07,1069.71,99.04,61.20,505.72,275.30,502.82,169,0
e_109,26,1,7001.42,8.40,34,-1,866.48,1055.37,97.76,165.76,560.40,271.10,533.10,168,0
e_109,27,1,8400.60,8.40,32,-1,860.35,1068.00,98.52,61.66,508.32,281.74,511.44,167,0
e_109,28,1,6999.92,8.40,34,-1,859.90,1053.88,98.08,166.08,534.36,274.64,535.15,166,0
e_109,29,0,5001.38,6.20,6,-1,762.80,861.06,77.84,129.54,189.92,585.38,201.11,165,0
e_109,30,1,8401.34,8.41,31,-1,852.98,1072.21,98.24,60.46,492.36,278.20,499.32,164,0
e_109,31,1,4001.36,7.00,66,-1,990.04,1046.68,107.40,429.18,1020.28,243.80,905.87,163,0
e_109,32,1,2000.62,2.51,68,1,1000.44,1117.88,112.16,542.22,1224.00,135.80,963.32,162,0
e_109,33,1,8401.10,8.40,31,-1,850.84,1068.73,98.48,61.82,518.16,283.16,505.16,161,0
e_109,34,1,0.38,0.00,95,1,1091.72,1121.73,120.96,842.78,1614.40,90.92,1241.18,160,0
e_109,35,1,8400.80,8.40,32,-1,859.28,1065.31,98.64,61.04,511.92,275.10,504.42,159,0
e_109,36,1,3999.96,7.02,65,-1,987.00,1043.71,108.60,429.40,998.48,243.80,913.11,158,0
e_109,37,1,8400.58,8.40,30,-1,856.77,1068.07,97.76,60.42,504.68,276.82,499.40,157,0
e_109,38,0,5000.44,6.20,8,-1,764.81,863.96,77.48,129.04,185.96,583.74,201.78,156,0
e_109,39,0,5000.04,6.20,8,-1,771.48,862.78,77.16,128.62,209.32,581.08,202.17,155,0
e_109,40,0,5000.32,6.20,8,-1,767.93,866.94,77.40,129.80,207.32,583.38,195.25,154,0
e_109,41,0,5001.22,6.21,7,-1,763.20,869.43,77.88,128.42,219.72,583.64,199.42,153,0
e_109,42,1,2001.14,2.52,69,1,1002.35,1108.49,112.44,543.58,1248.52,135.26,963.61,152,0
e_109,43,1,2000.42,2.50,71,1,1003.38,1118.40,111.96,543.84,1263.00,128.86,961.32,151,0
e_109,44,1,8401.06,8.42,31,-1,845.70,1066.00,98.20,60.14,508.92,273.92,508.12,150,0
e_109,45,1,8401.20,8.40,30,-1,844.46,1074.75,99.40,61.92,510.20,273.98,505.64,149,0
e_109,46,1,8399.90,8.42,31,-1,848.17,1070.58,98.68,60.90,533.88,277.70,502.71,148,0
e_109,47,1,1999.68,2.50,70,1,1002.17,1116.94,112.36,542.80,1241.60,129.64,965.30,147,0
e_109,48,1,7000.20,8.40,35,-1,859.85,1055.90,97.04,166.24,527.80,266.40,540.76,146,0
e_109,49,1,8400.08,8.42,31,-1,849.61,1071.62,98.68,61.36,502.12,283.50,510.32,145,0
e_109,50,1,2000.60,2.50,70,1,998.45,1116.06,112.72,542.42,1248.92,134.40,961.05,144,0
e_109,51,1,2000.28,2.50,69,1,1005.71,1119.57,112.32,541.38,1285.48,141.72,964.74,143,0
e_109,52,1,8399.74,8.40,32,-1,853.78,1071.32,98.84,61.06,515.92,276.14,502.60,142,0
e_109,53,1,4000.94,7.01,66,-1,982.06,1046.75,107.68,429.14,1008.28,239.54,908.57,141,0
e_109,54,0,5000.70,6.20,7,-1,769.94,864.23,76.92,128.40,191.80,583.86,195.30,140,0
e_109,55,1,3999.76,7.01,66,-1,982.69,1053.42,107.76,430.38,1020.84,255.88,907.31,139,0
e_109,56,1,1999.74,2.50,71,1,1002.72,1117.18,112.44,542.84,1228.56,130.52,964.53,138,0
e_109,57,1,8399.82,8.40,32,-1,860.35,1071.32,98.64,60.22,499.84,275.60,506.00,137,0
e_109,58,1,8401.28,8.40,30,-1,846.29,1067.57,98.16,60.26,552.32,276.82,505.25,136,0
e_109,59,1,8401.32,8.41,29,-1,853.24,1067.45,99.00,61.80,517.24,276.66,511.06,135,0
e_109,60,1,8400.72,8.41,31,-1,846.88,1071.95,98.88,60.98,501.96,268.08,517.60,134,0
e_109,61,1,7001.38,8.40,34,-1,868.13,1053.01,98.44,165.22,538.40,266.14,537.06,133,0
e_109,62,1,1999.72,2.50,69,1,1003.58,1114.09,112.64,542.50,1260.00,131.36,970.69,132,0
e_109,63,1,4000.96,7.00,66,-1,978.31,1048.62,107.96,428.82,999.16,242.72,909.60,131,0
e_109,64,1,0.40,0.00,92,1,1090.47,1124.09,120.52,841.40,1662.80,86.32,1240.34,130,0
e_109,65,1,7001.50,8.41,35,-1,863.78,1052.96,99.04,166.18,537.28,267.36,539.53,129,0
e_109,66,0,4999.64,6.21,6,-1,760.99,858.50,77.96,129.22,224.56,583.46,193.16,128,0
e_109,67,1,4000.04,7.00,66,-1,992.89,1042.91,107.64,428.82,1009.64,253.24,909.42,127,0
e_109,68,1,7001.20,8.41,35,-1,863.98,1056.11,98.08,165.56,521.92,265.04,539.74,126,0
e_109,69,1,0.08,0.00,92,1,1097.71,1124.26,120.72,842.30,1647.88,92.30,1241.30,125,0
e_109,70,1,3999.64,7.00,67,-1,987.11,1047.96,108.04,429.40,1005.44,243.88,916.38,124,0
e_109,71,1,8399.82,8.41,29,-1,854.29,1066.72,98.88,62.08,516.00,280.62,505.60,123,0
e_109,72,1,8399.68,8.40,31,-1,851.68,1067.20,99.16,60.32,509.56,280.84,513.63,122,0
e_109,73,1,7001.42,8.40,34,-1,870.16,1053.00,97.84,165.24,517.56,266.44,533.52,121,0
e_109,74,1,6999.76,8.42,34,-1,868.24,1058.43,98.00,166.02,517.72,266.68,538.43,120,0
e_109,75,1,1999.80,2.50,69,1,1006.64,1113.53,112.64,543.46,1264.92,142.54,968.46,119,0
e_109,76,0,5001.12,6.20,8,-1,761.01,862.47,77.48,128.78,207.72,586.84,199.69,118,0
e_109,77,1,7000.96,8.40,35,-1,859.71,1064.09,98.72,166.00,534.16,263.50,532.52,117,0
e_109,78,1,0.38,0.00,94,1,1090.00,1130.73,120.48,842.60,1654.68,93.52,1239.90,116,0
e_109,79,1,3999.80,7.00,65,1,986.24,1050.10,108.24,429.14,1009.84,246.00,920.80,115,0
e_109,80,1,4001.10,7.00,65,-1,988.73,1052.77,107.20,429.00,1015.08,242.66,917.64,114,0
e_109,81,0,5001.50,6.20,8,-1,763.15,867.55,77.40,129.54,194.80,573.58,200.63,113,0
e_109,82,1,2000.12,2.52,71,1,1005.46,1122.96,112.16,542.22,1235.44,136.44,971.55,112,0
e_109,83,1,0.58,0.00,93,1,1090.19,1128.27,120.40,842.24,1661.16,90.44,1240.33,111,0
e_109,84,1,0.50,0.00,93,1,1095.40,1123.47,119.52,842.16,1629.68,88.12,1243.08,110,0
e_109,85,1,8400.70,8.40,32,-1,849.93,1073.59,98.60,60.14,512.92,281.36,506.07,109,0
e_109,86,1,2000.72,2.52,71,1,1003.40,1124.20,112.60,542.20,1271.40,131.82,965.93,108,0
e_109,87,0,4999.80,6.20,6,-1,761.78,861.32,77.12,128.48,192.48,582.04,199.58,107,0
e_109,88,1,0.46,0.02,92,1,1094.96,1124.98,120.28,841.72,1626.04,79.94,1244.62,106,0
e_109,89,1,3999.70,7.02,66,-1,989.63,1049.51,107.84,429.98,1029.12,246.34,914.50,105,0
e_109,90,1,3999.90,7.01,67,-1,987.03,1050.74,108.52,427.92,1037.68,244.62,916.07,104,0
e_109,91,1,0.38,0.01,94,1,1085.94,1124.67,120.20,842.48,1646.64,79.42,1245.92,103,0
e_109,92,1,0.40,0.01,92,1,1094.36,1127.13,119.80,842.56,1660.44,82.10,1249.17,102,0
e_109,93,1,0.18,0.00,94,1,1090.28,1122.67,120.48,842.74,1652.64,92.86,1251.97,101,0
e_109,94,1,2000.52,2.51,67,1,1005.78,1120.62,111.88,541.92,1264.28,139.42,974.63,100,0
e_109,95,1,0.56,0.01,94,1,1089.87,1126.46,120.76,842.06,1636.72,95.38,1252.04,99,0
e_109,96,1,8400.60,8.40,32,-1,852.67,1075.27,98.36,61.68,512.36,279.90,513.83,98,0
e_109,97,1,0.50,0.00,93,1,1091.55,1129.69,120.28,841.46,1654.60,87.78,1244.48,97,0
e_109,98,1,2000.48,2.51,70,1,1004.14,1118.06,112.04,542.70,1242.32,140.66,966.95,96,0
e_109,99,1,4001.38,7.00,65,-1,992.56,1051.31,108.04,429.14,1014.96,242.14,921.74,95,0
e_109,100,1,8400.90,8.42,32,-1,854.73,1074.96,98.72,60.96,507.76,283.06,507.17,94,0
e_109,101,1,2000.48,2.50,69,1,1010.59,1118.09,111.36,541.56,1254.92,137.78,973.29,93,0
e_109,102,1,8401.04,8.40,31,-1,858.58,1073.60,99.36,61.06,509.92,277.28,514.76,92,0
e_109,103,1,0.26,0.00,95,1,1094.22,1127.51,120.80,842.38,1647.84,83.58,1241.26,91,0
e_109,104,1,4001.16,7.00,64,-1,987.60,1051.38,107.84,429.96,1055.20,251.70,919.91,90,0
e_109,105,1,8401.56,8.41,32,-1,855.67,1073.39,99.88,61.14,503.28,278.60,509.64,89,0
e_109,106,1,0.34,0.00,91,1,1095.62,1128.68,120.44,841.72,1651.04,90.76,1247.46,88,0
e_109,107,0,4999.76,6.21,6,-1,758.56,874.50,77.44,129.58,205.76,584.66,198.92,87,0
e_109,108,1,2000.64,2.50,70,1,996.19,1119.96,112.44,541.96,1242.08,134.10,976.49,86,0
e_109,109,1,3999.86,7.00,65,-1,984.01,1053.15,107.52,429.36,1036.76,252.26,917.54,85,0
e_109,110,0,5000.38,6.20,7,-1,759.01,869.14,77.76,128.96,203.84,588.70,205.78,84,0
e_109,111,0,5000.08,6.20,7,-1,764.99,876.14,77.20,128.48,195.76,579.60,200.18,83,0
e_109,112,1,4001.08,7.02,66,1,988.93,1053.89,108.60,430.42,1027.64,249.44,920.09,82,0
e_109,113,1,8400.22,8.40,32,-1,856.44,1075.59,99.16,60.86,534.52,279.54,523.90,81,0
e_109,114,1,4000.40,7.01,66,-1,990.18,1058.70,108.12,429.82,1005.20,252.08,920.93,80,0
e_109,115,1,8400.52,8.40,31,-1,856.19,1082.78,98.96,60.72,543.88,282.18,516.54,79,0
e_109,116,1,2000.12,2.52,71,1,1004.42,1123.49,112.24,542.44,1239.04,135.56,969.56,78,0
e_109,117,1,4000.64,7.02,65,-1,990.66,1053.07,108.08,428.80,1038.36,250.08,916.03,77,0
e_109,118,1,0.26,0.01,93,1,1091.64,1133.89,120.84,842.42,1640.48,87.50,1257.48,76,0
e_109,119,1,2001.08,2.51,71,1,1005.13,1126.58,112.08,542.44,1237.24,133.80,968.38,75,0
e_109,120,1,1999.94,2.51,70,1,1005.40,1122.81,112.88,541.32,1253.92,128.00,974.96,74,0
e_109,121,1,8399.62,8.40,30,-1,856.85,1075.55,99.48,60.92,522.92,281.28,513.58,73,0
e_109,122,0,5000.80,6.21,6,-1,767.92,872.41,77.52,128.76,191.56,582.44,200.11,72,0
e_109,123,1,7000.50,8.40,34,-1,863.06,1063.85,99.00,165.68,537.88,265.88,548.75,71,0
e_109,124,0,5001.12,6.20,8,-1,770.03,871.13,77.88,127.96,188.28,584.90,216.06,70,0
e_109,125,1,4001.36,7.00,66,-1,990.06,1062.20,109.00,430.38,1020.00,241.76,926.83,69,0
e_109,126,0,5000.40,6.21,8,-1,760.67,874.11,77.48,129.10,241.76,590.04,204.28,68,0
e_109,127,1,2000.04,2.52,70,1,1001.04,1130.44,112.16,542.28,1279.44,132.40,973.96,67,0
e_109,128,1,8401.40,8.41,31,-1,861.84,1083.15,99.24,61.32,505.20,280.66,516.54,66,0
e_109,129,1,2000.18,2.51,72,1,1004.73,1130.56,112.20,542.14,1261.04,145.60,976.91,65,0
e_109,130,1,0.22,0.00,95,1,1098.02,1136.96,120.68,841.70,1681.52,91.38,1255.20,64,0
e_109,131,1,2000.20,2.50,71,1,1003.64,1125.49,112.92,541.62,1263.60,134.20,982.03,63,0
e_109,132,1,8401.18,8.41,32,-1,857.87,1080.25,99.32,60.88,550.92,281.08,522.78,62,0
e_109,133,1,7001.58,8.40,37,-1,865.88,1066.05,98.76,165.98,506.72,273.50,548.72,61,0
e_109,134,1,2000.82,2.52,72,1,1005.85,1133.05,112.52,542.34,1247.68,132.24,985.29,60,0
e_109,135,1,3999.76,7.00,66,-1,997.17,1058.07,108.40,428.32,1033.52,249.06,922.92,59,0
e_109,136,1,0.28,0.00,95,1,1091.30,1140.10,120.48,840.96,1660.68,89.04,1255.48,58,0
e_109,137,1,8401.32,8.41,32,-1,863.81,1087.92,100.08,61.10,502.16,282.98,526.36,57,0
e_109,138,1,3999.96,7.00,66,1,990.27,1058.74,108.52,429.48,1021.76,254.68,934.14,56,0
e_109,139,0,5000.74,6.20,7,-1,763.39,876.04,77.44,128.96,225.48,593.82,210.06,55,0
e_109,140,1,3999.92,7.01,67,-1,987.43,1055.91,108.52,429.52,1031.28,246.46,929.97,54,0
e_109,141,1,7000.64,8.42,34,-1,859.66,1067.36,99.20,165.40,556.88,281.16,555.76,53,0
e_109,142,1,2000.86,2.50,70,1,1001.61,1132.10,112.56,542.60,1255.16,137.20,978.66,52,0
e_109,143,0,5000.02,6.20,8,-1,766.03,882.92,77.40,128.64,231.56,590.78,226.51,51,0
e_109,144,1,0.04,0.02,92,1,1089.03,1145.81,121.52,842.60,1661.88,92.96,1266.29,50,0
e_109,145,1,8400.36,8.40,33,-1,853.69,1086.96,99.64,60.60,521.92,287.10,525.89,49,0
e_109,146,1,8399.76,8.41,31,-1,856.89,1094.07,98.96,61.38,527.48,288.30,528.74,48,0
e_109,147,1,8400.78,8.40,32,-1,851.20,1095.74,98.80,61.10,542.36,273.86,531.57,47,0
e_109,148,1,8400.58,8.40,32,-1,857.44,1088.86,99.72,59.98,544.68,281.08,528.67,46,0
e_109,149,1,4000.42,7.02,66,1,992.12,1076.37,108.16,429.90,1044.12,252.06,928.70,45,0
e_109,150,1,2000.06,2.50,70,1,1005.21,1136.23,112.20,542.30,1289.28,134.82,990.54,44,0
e_109,151,0,4999.96,6.22,9,-1,772.99,882.08,78.04,128.66,208.12,581.38,216.39,43,0
e_109,152,1,8399.84,8.40,31,-1,861.16,1092.94,99.00,61.86,499.92,283.12,535.25,42,0
e_109,153,1,0.20,0.00,94,1,1100.11,1143.87,120.92,841.94,1646.64,92.94,1263.10,41,0
e_109,154,1,2000.62,2.52,70,1,999.72,1139.91,112.96,541.16,1246.28,134.86,990.74,40,0
e_109,155,1,2000.02,2.50,70,1,1011.99,1141.31,112.60,542.32,1260.04,138.90,994.14,39,0
e_109,156,1,1999.94,2.50,70,1,1005.52,1139.31,112.48,541.54,1299.80,142.60,992.99,38,0
e_109,157,0,5001.14,6.21,8,-1,767.06,892.50,78.40,128.62,211.04,592.50,223.63,37,0
e_109,158,1,8400.46,8.40,31,-1,858.66,1101.04,99.76,62.20,536.08,274.80,542.92,36,0
e_109,159,1,0.40,0.00,95,1,1088.50,1146.72,121.48,840.94,1655.28,92.20,1276.28,35,0
e_109,160,1,7001.26,8.40,33,-1,863.57,1080.51,99.24,165.80,552.80,274.74,564.20,34,0
e_109,161,0,5000.86,6.20,8,-1,761.97,891.35,78.48,128.66,246.20,597.22,228.24,33,0
e_109,162,1,8399.78,8.41,34,-1,860.40,1099.83,99.88,60.80,541.36,283.30,540.00,32,0
e_109,163,1,8400.54,8.40,32,-1,861.80,1101.50,99.72,60.90,580.36,280.02,550.74,31,0
e_109,164,1,2000.98,2.50,70,1,998.46,1143.60,113.04,540.48,1268.72,144.22,1004.47,30,0
e_109,165,1,2001.46,2.50,71,1,1011.59,1146.58,113.24,541.56,1292.88,141.36,1004.51,29,0
e_109,166,1,1999.82,2.51,71,1,1014.60,1144.67,114.28,541.64,1289.28,141.24,1005.12,28,0
e_109,167,1,3999.60,7.01,68,1,987.87,1080.40,109.20,428.20,1058.60,255.48,955.69,27,0
e_109,168,1,2000.88,2.52,69,1,1005.07,1148.52,113.44,541.02,1260.72,146.72,1002.42,26,0
e_109,169,0,5001.42,6.21,8,-1,762.58,891.55,79.20,127.96,236.04,592.76,234.72,25,0
e_109,170,0,4999.88,6.21,8,-1,771.94,895.67,78.92,129.04,229.32,592.04,234.90,24,0
e_109,171,0,5001.20,6.20,9,-1,770.45,902.06,78.56,127.08,229.80,600.70,231.18,23,0
e_109,172,1,2000.58,2.52,72,1,1009.69,1157.24,113.28,540.94,1280.16,135.16,1013.27,22,0
e_109,173,1,4000.96,7.01,68,1,997.43,1082.66,109.68,428.24,1051.40,254.44,955.02,21,0
e_109,174,0,5000.76,6.20,10,-1,765.88,896.49,78.36,128.38,239.00,592.32,227.89,20,1
e_109,175,1,8400.98,8.40,33,-1,865.21,1114.08,100.08,60.58,574.00,287.92,559.19,19,1
e_109,176,1,4000.42,7.02,67,1,988.46,1094.17,108.84,428.28,1063.12,263.30,959.41,18,1
e_109,177,1,8399.74,8.40,32,-1,863.36,1117.20,99.76,60.56,533.92,277.86,555.42,17,1
e_109,178,0,5000.76,6.20,9,-1,769.55,904.42,78.32,128.70,241.48,602.84,247.35,16,1
e_109,179,1,0.52,0.00,95,1,1100.93,1167.72,121.32,841.22,1710.68,101.54,1298.32,15,1
e_109,180,1,8401.42,8.40,34,-1,860.80,1120.20,100.28,60.20,554.68,286.86,562.87,14,1
e_109,181,1,0.42,0.02,95,1,1093.79,1174.73,121.88,840.48,1670.16,102.80,1299.54,13,1
e_109,182,1,2000.72,2.50,72,1,1009.13,1169.36,113.76,541.60,1324.80,139.46,1026.32,12,1
e_109,183,1,3999.74,7.02,68,1,995.66,1097.91,108.96,429.52,1080.24,260.36,969.82,11,1
e_109,184,1,2001.60,2.50,72,1,1009.27,1171.27,113.56,540.56,1324.92,145.82,1020.99,10,1
e_109,185,1,3999.80,7.02,68,1,990.86,1101.64,109.16,427.74,1065.68,258.72,972.77,9,1
e_109,186,1,8400.62,8.40,34,-1,858.26,1129.25,100.12,61.54,581.44,293.98,568.92,8,1
e_109,187,1,0.22,0.01,96,1,1101.17,1179.74,122.56,840.98,1713.32,102.26,1311.14,7,1
e_109,188,1,2000.10,2.50,71,1,1007.48,1174.73,113.24,541.12,1305.16,147.68,1039.93,6,1
e_109,189,1,0.58,0.02,96,1,1102.30,1184.22,121.96,839.96,1708.16,100.22,1317.73,5,1
e_109,190,1,3999.92,7.02,68,1,997.06,1113.46,109.48,429.28,1072.84,258.92,982.08,4,1
e_109,191,1,7000.34,8.40,36,-1,883.69,1117.34,100.16,165.44,550.48,282.22,603.08,3,1
e_109,192,1,0.04,0.00,97,1,1103.30,1184.90,122.52,840.10,1716.12,98.96,1327.01,2,1
e_109,193,1,0.32,0.00,96,1,1102.73,1188.94,122.68,840.40,1718.84,102.76,1324.43,1,1
e_109,194,1,8399.70,8.41,35,-1,869.54,1144.53,99.92,60.70,579.12,278.86,594.40,0,1
e_110,1,0,5001.48,6.20,5,-1,756.95,875.62,76.60,128.96,177.36,584.90,214.88,198,0
e_110,2,1,7000.32,8.40,34,-1,862.81,1072.05,97.04,166.40,489.60,260.42,559.62,197,0
e_110,3,1,7000.76,8.41,33,-1,858.50,1073.50,97.04,166.62,513.36,251.28,554.92,196,0
e_110,4,1,3999.62,7.00,65,-1,984.11,1068.09,107.52,430.74,958.72,247.94,924.56,195,0
e_110,5,1,8400.96,8.40,29,-1,845.32,1084.22,97.44,60.00,488.40,267.68,519.31,194,0
e_110,6,1,0.54,0.00,92,1,1087.11,1150.35,119.00,844.42,1595.52,86.68,1267.70,193,0
e_110,7,1,0.38,0.01,93,1,1088.01,1148.54,120.20,843.80,1584.92,77.46,1264.62,192,0
e_110,8,0,5000.62,6.21,7,-1,748.88,878.52,76.36,128.64,181.88,582.06,212.74,191,0
e_110,9,1,8401.14,8.40,32,-1,859.46,1088.78,98.12,61.70,498.12,272.04,522.07,190,0
e_110,10,1,0.40,0.02,92,1,1093.43,1147.06,119.04,843.64,1615.52,82.34,1264.72,189,0
e_110,11,1,8400.46,8.40,31,-1,850.04,1088.25,97.48,60.70,474.20,272.62,530.41,188,0
e_110,12,1,1999.70,2.52,69,1,990.79,1136.43,111.24,543.90,1219.04,129.16,984.05,187,0
e_110,13,1,4000.90,7.00,64,-1,984.51,1066.39,106.56,430.52,955.00,239.82,929.35,186,0
e_110,14,1,0.24,0.02,91,1,1091.72,1144.70,119.80,844.04,1607.72,82.98,1255.54,185,0
e_110,15,1,2000.78,2.50,70,1,1001.42,1138.29,111.04,543.56,1229.28,128.98,984.32,184,0
e_110,16,1,2000.26,2.50,71,1,998.75,1139.53,111.96,544.04,1209.12,120.24,983.64,183,0
e_110,17,1,0.58,0.01,93,1,1087.80,1139.67,120.00,844.06,1590.24,82.26,1259.46,182,0
e_110,18,1,2000.96,2.50,70,1,996.26,1137.06,111.52,545.02,1202.52,126.52,987.01,181,0
e_110,19,0,5001.34,6.21,8,-1,756.03,877.80,76.60,130.16,187.08,573.60,214.06,180,0
